date,Attribute,Value
9/7/2015 0:00,meanTemp,80
9/7/2015 0:00,maxTemp,93
9/7/2015 0:00,minTemp,66
9/8/2015 0:00,meanTemp,84
9/8/2015 0:00,maxTemp,96
9/8/2015 0:00,minTemp,72
9/9/2015 0:00,meanTemp,83
9/9/2015 0:00,maxTemp,93
9/9/2015 0:00,minTemp,72
9/10/2015 0:00,meanTemp,71
9/10/2015 0:00,maxTemp,77
9/10/2015 0:00,minTemp,64
9/11/2015 0:00,meanTemp,68
9/11/2015 0:00,maxTemp,73
9/11/2015 0:00,minTemp,63
9/12/2015 0:00,meanTemp,66
9/12/2015 0:00,maxTemp,71
9/12/2015 0:00,minTemp,60
9/13/2015 0:00,meanTemp,65
9/13/2015 0:00,maxTemp,66
9/13/2015 0:00,minTemp,63
9/14/2015 0:00,meanTemp,65
9/14/2015 0:00,maxTemp,72
9/14/2015 0:00,minTemp,57
9/15/2015 0:00,meanTemp,73
9/15/2015 0:00,maxTemp,84
9/15/2015 0:00,minTemp,62
9/16/2015 0:00,meanTemp,73
9/16/2015 0:00,maxTemp,81
9/16/2015 0:00,minTemp,65
9/17/2015 0:00,meanTemp,77
9/17/2015 0:00,maxTemp,89
9/17/2015 0:00,minTemp,64
9/18/2015 0:00,meanTemp,75
9/18/2015 0:00,maxTemp,85
9/18/2015 0:00,minTemp,65
9/19/2015 0:00,meanTemp,71
9/19/2015 0:00,maxTemp,79
9/19/2015 0:00,minTemp,62
9/20/2015 0:00,meanTemp,66
9/20/2015 0:00,maxTemp,75
9/20/2015 0:00,minTemp,57
9/21/2015 0:00,meanTemp,60
9/21/2015 0:00,maxTemp,66
9/21/2015 0:00,minTemp,53
9/22/2015 0:00,meanTemp,62
9/22/2015 0:00,maxTemp,68
9/22/2015 0:00,minTemp,56
9/23/2015 0:00,meanTemp,61
9/23/2015 0:00,maxTemp,68
9/23/2015 0:00,minTemp,54
9/24/2015 0:00,meanTemp,66
9/24/2015 0:00,maxTemp,74
9/24/2015 0:00,minTemp,58
9/25/2015 0:00,meanTemp,61
9/25/2015 0:00,maxTemp,66
9/25/2015 0:00,minTemp,55
9/26/2015 0:00,meanTemp,57
9/26/2015 0:00,maxTemp,63
9/26/2015 0:00,minTemp,50
9/27/2015 0:00,meanTemp,56
9/27/2015 0:00,maxTemp,64
9/27/2015 0:00,minTemp,48
9/28/2015 0:00,meanTemp,67
9/28/2015 0:00,maxTemp,78
9/28/2015 0:00,minTemp,56
9/29/2015 0:00,meanTemp,75
9/29/2015 0:00,maxTemp,84
9/29/2015 0:00,minTemp,65
9/30/2015 0:00,meanTemp,68
9/30/2015 0:00,maxTemp,78
9/30/2015 0:00,minTemp,57
10/1/2015 0:00,meanTemp,57
10/1/2015 0:00,maxTemp,59
10/1/2015 0:00,minTemp,54
10/2/2015 0:00,meanTemp,52
10/2/2015 0:00,maxTemp,54
10/2/2015 0:00,minTemp,50
10/3/2015 0:00,meanTemp,52
10/3/2015 0:00,maxTemp,54
10/3/2015 0:00,minTemp,49
10/4/2015 0:00,meanTemp,54
10/4/2015 0:00,maxTemp,56
10/4/2015 0:00,minTemp,51
10/5/2015 0:00,meanTemp,55
10/5/2015 0:00,maxTemp,61
10/5/2015 0:00,minTemp,48
10/6/2015 0:00,meanTemp,56
10/6/2015 0:00,maxTemp,64
10/6/2015 0:00,minTemp,48
10/7/2015 0:00,meanTemp,62
10/7/2015 0:00,maxTemp,72
10/7/2015 0:00,minTemp,52
10/8/2015 0:00,meanTemp,57
10/8/2015 0:00,maxTemp,62
10/8/2015 0:00,minTemp,51
10/9/2015 0:00,meanTemp,62
10/9/2015 0:00,maxTemp,72
10/9/2015 0:00,minTemp,52
10/10/2015 0:00,meanTemp,55
10/10/2015 0:00,maxTemp,61
10/10/2015 0:00,minTemp,48
10/11/2015 0:00,meanTemp,58
10/11/2015 0:00,maxTemp,68
10/11/2015 0:00,minTemp,48
10/12/2015 0:00,meanTemp,64
10/12/2015 0:00,maxTemp,76
10/12/2015 0:00,minTemp,51
10/13/2015 0:00,meanTemp,64
10/13/2015 0:00,maxTemp,72
10/13/2015 0:00,minTemp,55
10/14/2015 0:00,meanTemp,60
10/14/2015 0:00,maxTemp,68
10/14/2015 0:00,minTemp,51
10/15/2015 0:00,meanTemp,55
10/15/2015 0:00,maxTemp,62
10/15/2015 0:00,minTemp,47
10/16/2015 0:00,meanTemp,56
10/16/2015 0:00,maxTemp,61
10/16/2015 0:00,minTemp,50
10/17/2015 0:00,meanTemp,48
10/17/2015 0:00,maxTemp,56
10/17/2015 0:00,minTemp,40
10/18/2015 0:00,meanTemp,40
10/18/2015 0:00,maxTemp,47
10/18/2015 0:00,minTemp,33
10/19/2015 0:00,meanTemp,40
10/19/2015 0:00,maxTemp,48
10/19/2015 0:00,minTemp,31
10/20/2015 0:00,meanTemp,56
10/20/2015 0:00,maxTemp,66
10/20/2015 0:00,minTemp,45
10/21/2015 0:00,meanTemp,57
10/21/2015 0:00,maxTemp,61
10/21/2015 0:00,minTemp,53
10/22/2015 0:00,meanTemp,63
10/22/2015 0:00,maxTemp,73
10/22/2015 0:00,minTemp,52
10/23/2015 0:00,meanTemp,50
10/23/2015 0:00,maxTemp,59
10/23/2015 0:00,minTemp,40
10/24/2015 0:00,meanTemp,44
10/24/2015 0:00,maxTemp,49
10/24/2015 0:00,minTemp,38
10/25/2015 0:00,meanTemp,56
10/25/2015 0:00,maxTemp,63
10/25/2015 0:00,minTemp,48
10/26/2015 0:00,meanTemp,48
10/26/2015 0:00,maxTemp,52
10/26/2015 0:00,minTemp,43
10/27/2015 0:00,meanTemp,46
10/27/2015 0:00,maxTemp,54
10/27/2015 0:00,minTemp,38
10/28/2015 0:00,meanTemp,54
10/28/2015 0:00,maxTemp,65
10/28/2015 0:00,minTemp,42
10/29/2015 0:00,meanTemp,66
10/29/2015 0:00,maxTemp,75
10/29/2015 0:00,minTemp,57
10/30/2015 0:00,meanTemp,52
10/30/2015 0:00,maxTemp,61
10/30/2015 0:00,minTemp,42
10/31/2015 0:00,meanTemp,45
10/31/2015 0:00,maxTemp,52
10/31/2015 0:00,minTemp,38
11/1/2015 0:00,meanTemp,55
11/1/2015 0:00,maxTemp,62
11/1/2015 0:00,minTemp,48
11/2/2015 0:00,meanTemp,58
11/2/2015 0:00,maxTemp,64
11/2/2015 0:00,minTemp,51
11/3/2015 0:00,meanTemp,60
11/3/2015 0:00,maxTemp,73
11/3/2015 0:00,minTemp,47
11/4/2015 0:00,meanTemp,55
11/4/2015 0:00,maxTemp,60
11/4/2015 0:00,minTemp,49
11/5/2015 0:00,meanTemp,63
11/5/2015 0:00,maxTemp,76
11/5/2015 0:00,minTemp,50
11/6/2015 0:00,meanTemp,68
11/6/2015 0:00,maxTemp,73
11/6/2015 0:00,minTemp,62
11/7/2015 0:00,meanTemp,60
11/7/2015 0:00,maxTemp,69
11/7/2015 0:00,minTemp,50
11/8/2015 0:00,meanTemp,50
11/8/2015 0:00,maxTemp,56
11/8/2015 0:00,minTemp,44
11/9/2015 0:00,meanTemp,51
11/9/2015 0:00,maxTemp,60
11/9/2015 0:00,minTemp,41
11/10/2015 0:00,meanTemp,49
11/10/2015 0:00,maxTemp,53
11/10/2015 0:00,minTemp,44
11/11/2015 0:00,meanTemp,48
11/11/2015 0:00,maxTemp,50
11/11/2015 0:00,minTemp,46
11/12/2015 0:00,meanTemp,52
11/12/2015 0:00,maxTemp,57
11/12/2015 0:00,minTemp,46
11/13/2015 0:00,meanTemp,53
11/13/2015 0:00,maxTemp,59
11/13/2015 0:00,minTemp,46
11/14/2015 0:00,meanTemp,42
11/14/2015 0:00,maxTemp,47
11/14/2015 0:00,minTemp,37
11/15/2015 0:00,meanTemp,46
11/15/2015 0:00,maxTemp,54
11/15/2015 0:00,minTemp,37
11/16/2015 0:00,meanTemp,50
11/16/2015 0:00,maxTemp,61
11/16/2015 0:00,minTemp,39
11/17/2015 0:00,meanTemp,39
11/17/2015 0:00,maxTemp,45
11/17/2015 0:00,minTemp,33
11/18/2015 0:00,meanTemp,40
11/18/2015 0:00,maxTemp,48
11/18/2015 0:00,minTemp,31
11/19/2015 0:00,meanTemp,49
11/19/2015 0:00,maxTemp,55
11/19/2015 0:00,minTemp,43
11/20/2015 0:00,meanTemp,53
11/20/2015 0:00,maxTemp,61
11/20/2015 0:00,minTemp,44
11/21/2015 0:00,meanTemp,43
11/21/2015 0:00,maxTemp,48
11/21/2015 0:00,minTemp,38
11/22/2015 0:00,meanTemp,43
11/22/2015 0:00,maxTemp,49
11/22/2015 0:00,minTemp,36
11/23/2015 0:00,meanTemp,36
11/23/2015 0:00,maxTemp,42
11/23/2015 0:00,minTemp,30
11/24/2015 0:00,meanTemp,37
11/24/2015 0:00,maxTemp,44
11/24/2015 0:00,minTemp,29
11/25/2015 0:00,meanTemp,37
11/25/2015 0:00,maxTemp,44
11/25/2015 0:00,minTemp,30
11/26/2015 0:00,meanTemp,49
11/26/2015 0:00,maxTemp,59
11/26/2015 0:00,minTemp,38
11/27/2015 0:00,meanTemp,56
11/27/2015 0:00,maxTemp,64
11/27/2015 0:00,minTemp,48
11/28/2015 0:00,meanTemp,51
11/28/2015 0:00,maxTemp,60
11/28/2015 0:00,minTemp,41
11/29/2015 0:00,meanTemp,38
11/29/2015 0:00,maxTemp,44
11/29/2015 0:00,minTemp,32
11/30/2015 0:00,meanTemp,33
11/30/2015 0:00,maxTemp,38
11/30/2015 0:00,minTemp,28
12/1/2015 0:00,meanTemp,39
12/1/2015 0:00,maxTemp,45
12/1/2015 0:00,minTemp,32
12/2/2015 0:00,meanTemp,45
12/2/2015 0:00,maxTemp,51
12/2/2015 0:00,minTemp,39
12/3/2015 0:00,meanTemp,47
12/3/2015 0:00,maxTemp,52
12/3/2015 0:00,minTemp,41
12/4/2015 0:00,meanTemp,43
12/4/2015 0:00,maxTemp,48
12/4/2015 0:00,minTemp,38
12/5/2015 0:00,meanTemp,46
12/5/2015 0:00,maxTemp,53
12/5/2015 0:00,minTemp,39
12/6/2015 0:00,meanTemp,48
12/6/2015 0:00,maxTemp,59
12/6/2015 0:00,minTemp,36
12/7/2015 0:00,meanTemp,47
12/7/2015 0:00,maxTemp,56
12/7/2015 0:00,minTemp,37
12/8/2015 0:00,meanTemp,41
12/8/2015 0:00,maxTemp,44
12/8/2015 0:00,minTemp,37
12/9/2015 0:00,meanTemp,42
12/9/2015 0:00,maxTemp,46
12/9/2015 0:00,minTemp,37
12/10/2015 0:00,meanTemp,51
12/10/2015 0:00,maxTemp,58
12/10/2015 0:00,minTemp,43
12/11/2015 0:00,meanTemp,51
12/11/2015 0:00,maxTemp,58
12/11/2015 0:00,minTemp,43
12/12/2015 0:00,meanTemp,55
12/12/2015 0:00,maxTemp,61
12/12/2015 0:00,minTemp,49
12/13/2015 0:00,meanTemp,50
12/13/2015 0:00,maxTemp,53
12/13/2015 0:00,minTemp,46
12/14/2015 0:00,meanTemp,52
12/14/2015 0:00,maxTemp,58
12/14/2015 0:00,minTemp,46
12/15/2015 0:00,meanTemp,55
12/15/2015 0:00,maxTemp,61
12/15/2015 0:00,minTemp,48
12/16/2015 0:00,meanTemp,43
12/16/2015 0:00,maxTemp,48
12/16/2015 0:00,minTemp,38
12/17/2015 0:00,meanTemp,46
12/17/2015 0:00,maxTemp,52
12/17/2015 0:00,minTemp,39
12/18/2015 0:00,meanTemp,46
12/18/2015 0:00,maxTemp,52
12/18/2015 0:00,minTemp,39
12/19/2015 0:00,meanTemp,37
12/19/2015 0:00,maxTemp,40
12/19/2015 0:00,minTemp,33
12/20/2015 0:00,meanTemp,36
12/20/2015 0:00,maxTemp,41
12/20/2015 0:00,minTemp,31
12/21/2015 0:00,meanTemp,43
12/21/2015 0:00,maxTemp,53
12/21/2015 0:00,minTemp,32
12/22/2015 0:00,meanTemp,54
12/22/2015 0:00,maxTemp,60
12/22/2015 0:00,minTemp,48
12/23/2015 0:00,meanTemp,51
12/23/2015 0:00,maxTemp,56
12/23/2015 0:00,minTemp,45
12/24/2015 0:00,meanTemp,59
12/24/2015 0:00,maxTemp,69
12/24/2015 0:00,minTemp,48
12/25/2015 0:00,meanTemp,56
12/25/2015 0:00,maxTemp,62
12/25/2015 0:00,minTemp,49
12/26/2015 0:00,meanTemp,48
12/26/2015 0:00,maxTemp,55
12/26/2015 0:00,minTemp,41
12/27/2015 0:00,meanTemp,44
12/27/2015 0:00,maxTemp,50
12/27/2015 0:00,minTemp,38
12/28/2015 0:00,meanTemp,34
12/28/2015 0:00,maxTemp,38
12/28/2015 0:00,minTemp,29
12/29/2015 0:00,meanTemp,32
12/29/2015 0:00,maxTemp,40
12/29/2015 0:00,minTemp,24
12/30/2015 0:00,meanTemp,31
12/30/2015 0:00,maxTemp,37
12/30/2015 0:00,minTemp,25
12/31/2015 0:00,meanTemp,40
12/31/2015 0:00,maxTemp,47
12/31/2015 0:00,minTemp,33
