id,value
01001,0.20832145910515817
01003,0.19460680650966072
01005,0.36753345664236753
01007,0.3413823019086177
01009,0.29917834702754953
01011,0.4103542234332425
01013,0.3646808510638298
01015,0.23601410230825517
01017,0.3354753906820505
01019,0.26753126447429365
01021,0.3612237595419847
01023,0.4074684239428885
01025,0.4788585711310144
01027,0.29955039340576994
01029,0.3637623419366014
01031,0.20749235474006117
01033,0.2805349588318246
01035,0.556615776081425
01037,0.3686964795432921
01039,0.31704285246974157
01041,0.3829787234042553
01043,0.29073544071775415
01045,0.24818061088977425
01047,0.3741129374658822
01049,0.3307825131465348
01051,0.17884252103726603
01053,0.4181914411008619
01055,0.2537825452497376
01057,0.33745506829618976
01059,0.3566288043007023
01061,0.29028336294772283
01063,0.5474380165289257
01065,0.4493290960451977
01067,0.2753084584510183
01069,0.2788675429726997
01071,0.31716417910447764
01073,0.21956463521940395
01075,0.38378468184083736
01077,0.2816948801573743
01079,0.3492647058823529
01081,0.17069202216911578
01083,0.21756314456864076
01085,0.4806219540496635
01087,0.39314824248599084
01089,0.15223580522027655
01091,0.4036363636363636
01093,0.3045049385690195
01095,0.2582687637330866
01097,0.26493231205378626
01099,0.5625685390520287
01101,0.20694840491890928
01103,0.2464926803764378
01105,0.5692662059888121
01107,0.352755905511811
01109,0.3455714750895474
01111,0.30404871997293337
01113,0.3029969149405024
01115,0.2071353813950625
01117,0.11697975750637457
01119,0.4598856692292529
01121,0.2957884427032321
01123,0.2878001099639563
01125,0.20168654817010923
01127,0.3122141351469594
01129,0.3747708715214131
01131,0.49388180161416295
01133,0.36179680050852847
02013,0.28448275862068967
02016,0.20853858784893267
02020,0.0939516281175716
02050,0.27851458885941643
02060,0.15363128491620112
02068,0.07817109144542773
02070,0.2619217081850534
02090,0.13877898670183536
02100,0.12419503219871206
02105,0.2518703241895262
02110,0.08490181699665933
02122,0.18269893016208275
02130,0.13282732447817835
02150,0.1487439400617012
02158,0.4046803652968037
02164,0.36764705882352944
02170,0.11606180380883938
02180,0.27683810838798756
02185,0.27584517393434593
02188,0.300703082747431
02195,0.200796812749004
02198,0.2678185745140389
02220,0.13737658674189
02230,0.08037825059101655
02240,0.21692379616643293
02261,0.14671814671814673
02275,0.21309963099630996
02282,0.28627450980392155
02290,0.5283307810107197
04001,0.5823860727086534
04003,0.1965825874694874
04005,0.19021602084559133
04007,0.314616631920315
04009,0.2532798833819242
04011,0.21521997621878716
04012,0.3371220731984542
04013,0.1450669438005066
04015,0.20494147934495005
04017,0.3655951651046685
04019,0.1491205179032946
04021,0.17988510482125336
04023,0.2778776978417266
04025,0.1718834465726127
04027,0.2333751918515418
05001,0.3203328133125325
05003,0.344414568565143
05005,0.2368192194803783
05007,0.17369590566079246
05009,0.22140122254315847
05011,0.38195356986421375
05013,0.3736050460941291
05015,0.2821270310192024
05017,0.40550543603978717
05019,0.31746031746031744
05021,0.3400746733042937
05023,0.28602291940634983
05025,0.40249088699878494
05027,0.3358680518367784
05029,0.3957238851557728
05031,0.17257392439379488
05033,0.2679932970255551
05035,0.29433517337477894
05037,0.3407671721677074
05039,0.3858142493638677
05041,0.4950286806883365
05043,0.28815004262574595
05045,0.1858332382799133
05047,0.40017487612940833
05049,0.2876685557944108
05051,0.22203085217912236
05053,0.24025689680338636
05055,0.22281671719873966
05057,0.3480453972257251
05059,0.2795541453095761
05061,0.3310194367314558
05063,0.2898936170212766
05065,0.301021391404895
05067,0.3783783783783784
05069,0.4021989261058553
05071,0.35545454545454547
05073,0.4527972027972028
05075,0.3324726609963548
05077,0.4942106749505789
05079,0.3811099796334012
05081,0.3228301886792453
05083,0.29423146692465835
